hashed_user_email,courserun_readable_id,courseaccess_role,organization,platform
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,MITx/14.73x_1/1T2016,staff,MITx,edX.org
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,MITx/14.73x/1T2017,staff,MITx,edX.org
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,MITx/14.73x/1T2018,staff,MITx,edX.org
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,MITx/14.73x/1T2019,staff,MITx,edX.org
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,MITx/14.73x/1T2020a,staff,MITx,edX.org
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,MITx/14.73x/1T2021,staff,MITx,edX.org
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,MITx/14.73x/1T2022,staff,MITx,edX.org
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,MITx/14.73x/2013_Spring,staff,MITx,edX.org
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,MITx/14.73x/2T2017,staff,MITx,edX.org
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,MITx/14.73x/2T2018,staff,MITx,edX.org
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,MITx/14.73x/2T2019,staff,MITx,edX.org
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,MITx/14.73x/2T2019a,staff,MITx,edX.org
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,MITx/14.73x/2T2020,staff,MITx,edX.org
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,MITx/14.73x/3T2016,staff,MITx,edX.org
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,MITx/14.73x/3T2017,staff,MITx,edX.org
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,MITx/14.73x/3T2018,staff,MITx,edX.org
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,MITx/14.73x/3T2020,staff,MITx,edX.org
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,MITx/14.73x/3T2021,staff,MITx,edX.org
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,MITx/14.73x/3T2022,staff,MITx,edX.org
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,MITx/14.740x/1T2017,staff,MITx,edX.org
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,MITx/14.740x/1T2018,staff,MITx,edX.org
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,MITx/14.740x/1T2019,staff,MITx,edX.org
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,MITx/14.740x/1T2020a,staff,MITx,edX.org
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,MITx/14.740x/1T2021,staff,MITx,edX.org
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,MITx/14.740x/2T2017,staff,MITx,edX.org
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,MITx/14.740x/2T2018,staff,MITx,edX.org
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,MITx/14.740x/2T2019,staff,MITx,edX.org
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,MITx/14.740x/2T2019a,staff,MITx,edX.org
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,MITx/14.740x/2T2020,staff,MITx,edX.org
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,MITx/14.740x/2T2021,staff,MITx,edX.org
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,MITx/14.740x/2T2022,staff,MITx,edX.org
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,MITx/14.740x/3T2016,staff,MITx,edX.org
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,MITx/14.740x/3T2017,staff,MITx,edX.org
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,MITx/14.740x/3T2018,staff,MITx,edX.org
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,MITx/14.740x/3T2020,staff,MITx,edX.org
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,MITx/14.74x/3T2015,staff,MITx,edX.org
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,MITx/14.750x/1T2020,staff,MITx,edX.org
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,MITx/14.750x/1T2021,staff,MITx,edX.org
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,MITx/14.750x/2T2020,staff,MITx,edX.org
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,MITx/14.750x/3T2019,staff,MITx,edX.org
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,MITx/14.750x/3T2020,staff,MITx,edX.org
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,MITx/14.750x/3T2021,staff,MITx,edX.org
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,MITx/14.750x/3T2022,staff,MITx,edX.org
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,MITx/JPAL102x/1T2017,staff,MITx,edX.org
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,MITx/JPAL102x/1T2018,staff,MITx,edX.org
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,MITx/JPAL102x/1T2019,staff,MITx,edX.org
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,MITx/JPAL102x/1T2020a,staff,MITx,edX.org
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,MITx/JPAL102x/1T2021,staff,MITx,edX.org
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,MITx/JPAL102x/1T2022,staff,MITx,edX.org
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,MITx/JPAL102x/2T2017,staff,MITx,edX.org
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,MITx/JPAL102x/2T2018,staff,MITx,edX.org
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,MITx/JPAL102x/2T2019,staff,MITx,edX.org
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,MITx/JPAL102x/2T2019a,staff,MITx,edX.org
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,MITx/JPAL102x/2T2020,staff,MITx,edX.org
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,MITx/JPAL102x/3T2017,staff,MITx,edX.org
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,MITx/JPAL102x/3T2018,staff,MITx,edX.org
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,MITx/JPAL102x/3T2020,staff,MITx,edX.org
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,MITx/JPAL102x/3T2021,staff,MITx,edX.org
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,MITx/JPAL102x/3T2022,staff,MITx,edX.org
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,course-v1:MITxT+14.003x+2T2024,staff,MITxT,MITx Online
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,course-v1:MITxT+14.003x+3T2023,staff,MITxT,MITx Online
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,course-v1:MITxT+14.003x+3T2024,staff,MITxT,MITx Online
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,course-v1:MITxT+14.009x+1T2024,staff,MITxT,MITx Online
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,course-v1:MITxT+14.009x+1T2025,staff,MITxT,MITx Online
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,course-v1:MITxT+14.009x+2T2022,staff,MITxT,MITx Online
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,course-v1:MITxT+14.009x+2T2023,staff,MITxT,MITx Online
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,course-v1:MITxT+14.009x+2T2024,staff,MITxT,MITx Online
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,course-v1:MITxT+14.100x+1T2024,staff,MITxT,MITx Online
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,course-v1:MITxT+14.100x+2T2022,staff,MITxT,MITx Online
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,course-v1:MITxT+14.100x+2T2023,staff,MITxT,MITx Online
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,course-v1:MITxT+14.100x+2T2024,staff,MITxT,MITx Online
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,course-v1:MITxT+14.100x+3T2021,staff,MITxT,MITx Online
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,course-v1:MITxT+14.100x+3T2022,staff,MITxT,MITx Online
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,course-v1:MITxT+14.100x+3T2023,staff,MITxT,MITx Online
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,course-v1:MITxT+14.100x+3T2024,staff,MITxT,MITx Online
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,course-v1:MITxT+14.310x+1T2022,staff,MITxT,MITx Online
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,course-v1:MITxT+14.310x+1T2023,staff,MITxT,MITx Online
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,course-v1:MITxT+14.310x+1T2024,staff,MITxT,MITx Online
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,course-v1:MITxT+14.310x+2T2022,staff,MITxT,MITx Online
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,course-v1:MITxT+14.310x+2T2023,staff,MITxT,MITx Online
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,course-v1:MITxT+14.310x+2T2024,staff,MITxT,MITx Online
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,course-v1:MITxT+14.310x+3T2021,staff,MITxT,MITx Online
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,course-v1:MITxT+14.310x+3T2022,staff,MITxT,MITx Online
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,course-v1:MITxT+14.310x+3T2023,staff,MITxT,MITx Online
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,course-v1:MITxT+14.310x+3T2024,staff,MITxT,MITx Online
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,course-v1:MITxT+14.73x+1T2022,staff,MITxT,MITx Online
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,course-v1:MITxT+14.73x+1T2023,staff,MITxT,MITx Online
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,course-v1:MITxT+14.73x+1T2024,staff,MITxT,MITx Online
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,course-v1:MITxT+14.73x+3T2021,staff,MITxT,MITx Online
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,course-v1:MITxT+14.73x+3T2022,staff,MITxT,MITx Online
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,course-v1:MITxT+14.73x+3T2023,staff,MITxT,MITx Online
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,course-v1:MITxT+14.73x+3T2024,staff,MITxT,MITx Online
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,course-v1:MITxT+14.740x+1T2023,staff,MITxT,MITx Online
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,course-v1:MITxT+14.740x+1T2024,staff,MITxT,MITx Online
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,course-v1:MITxT+14.740x+1T2025,staff,MITxT,MITx Online
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,course-v1:MITxT+14.740x+2T2022,staff,MITxT,MITx Online
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,course-v1:MITxT+14.740x+2T2023,staff,MITxT,MITx Online
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,course-v1:MITxT+14.740x+2T2024,staff,MITxT,MITx Online
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,course-v1:MITxT+14.750x+1T2023,staff,MITxT,MITx Online
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,course-v1:MITxT+14.750x+2T2023,staff,MITxT,MITx Online
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,course-v1:MITxT+14.750x+2T2024,staff,MITxT,MITx Online
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,course-v1:MITxT+14.750x+3T2021,staff,MITxT,MITx Online
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,course-v1:MITxT+14.750x+3T2022,staff,MITxT,MITx Online
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,course-v1:MITxT+14.750x+3T2023,staff,MITxT,MITx Online
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,course-v1:MITxT+14.750x+3T2024,staff,MITxT,MITx Online
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,course-v1:MITxT+JPAL102x+1T2022,staff,MITxT,MITx Online
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,course-v1:MITxT+JPAL102x+1T2023,staff,MITxT,MITx Online
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,course-v1:MITxT+JPAL102x+1T2024,staff,MITxT,MITx Online
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,course-v1:MITxT+JPAL102x+3T2021,staff,MITxT,MITx Online
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,course-v1:MITxT+JPAL102x+3T2022,staff,MITxT,MITx Online
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,course-v1:MITxT+JPAL102x+3T2023,staff,MITxT,MITx Online
8531233373138830eeacb853250d724b15fe5f9aac844641b79331c7fa86fe7e,course-v1:MITxT+JPAL102x+3T2024,staff,MITxT,MITx Online
bcdacb4d576676bcbf9a2ff16f6c0c1276cb8eae4f9115aaa339b5bf92a8bdfa,MITx/14_73x/1T2014,staff,MITx,edX.org
bcdacb4d576676bcbf9a2ff16f6c0c1276cb8eae4f9115aaa339b5bf92a8bdfa,MITx/14.100x/1T2017,staff,MITx,edX.org
bcdacb4d576676bcbf9a2ff16f6c0c1276cb8eae4f9115aaa339b5bf92a8bdfa,MITx/14.100x/1T2018,staff,MITx,edX.org
bcdacb4d576676bcbf9a2ff16f6c0c1276cb8eae4f9115aaa339b5bf92a8bdfa,MITx/14.100x/1T2019,staff,MITx,edX.org
bcdacb4d576676bcbf9a2ff16f6c0c1276cb8eae4f9115aaa339b5bf92a8bdfa,MITx/14.100x/1T2020,staff,MITx,edX.org
bcdacb4d576676bcbf9a2ff16f6c0c1276cb8eae4f9115aaa339b5bf92a8bdfa,MITx/14.100x/1T2021,staff,MITx,edX.org
bcdacb4d576676bcbf9a2ff16f6c0c1276cb8eae4f9115aaa339b5bf92a8bdfa,MITx/14.100x/2T2017,staff,MITx,edX.org
bcdacb4d576676bcbf9a2ff16f6c0c1276cb8eae4f9115aaa339b5bf92a8bdfa,MITx/14.100x/2T2018,staff,MITx,edX.org
bcdacb4d576676bcbf9a2ff16f6c0c1276cb8eae4f9115aaa339b5bf92a8bdfa,MITx/14.100x/2T2019,staff,MITx,edX.org
bcdacb4d576676bcbf9a2ff16f6c0c1276cb8eae4f9115aaa339b5bf92a8bdfa,MITx/14.100x/2T2019a,staff,MITx,edX.org
bcdacb4d576676bcbf9a2ff16f6c0c1276cb8eae4f9115aaa339b5bf92a8bdfa,MITx/14.100x/2T2020,staff,MITx,edX.org
bcdacb4d576676bcbf9a2ff16f6c0c1276cb8eae4f9115aaa339b5bf92a8bdfa,MITx/14.100x/2T2021,staff,MITx,edX.org
bcdacb4d576676bcbf9a2ff16f6c0c1276cb8eae4f9115aaa339b5bf92a8bdfa,MITx/14.100x/2T2022,staff,MITx,edX.org
bcdacb4d576676bcbf9a2ff16f6c0c1276cb8eae4f9115aaa339b5bf92a8bdfa,MITx/14.100x/3T2016,staff,MITx,edX.org
bcdacb4d576676bcbf9a2ff16f6c0c1276cb8eae4f9115aaa339b5bf92a8bdfa,MITx/14.100x/3T2017,staff,MITx,edX.org
bcdacb4d576676bcbf9a2ff16f6c0c1276cb8eae4f9115aaa339b5bf92a8bdfa,MITx/14.100x/3T2018,staff,MITx,edX.org
bcdacb4d576676bcbf9a2ff16f6c0c1276cb8eae4f9115aaa339b5bf92a8bdfa,MITx/14.100x/3T2020,staff,MITx,edX.org
bcdacb4d576676bcbf9a2ff16f6c0c1276cb8eae4f9115aaa339b5bf92a8bdfa,MITx/14.100x/3T2021,staff,MITx,edX.org
bcdacb4d576676bcbf9a2ff16f6c0c1276cb8eae4f9115aaa339b5bf92a8bdfa,MITx/14.100x/3T2022,staff,MITx,edX.org
bcdacb4d576676bcbf9a2ff16f6c0c1276cb8eae4f9115aaa339b5bf92a8bdfa,MITx/14.310x/1T2017,staff,MITx,edX.org
bcdacb4d576676bcbf9a2ff16f6c0c1276cb8eae4f9115aaa339b5bf92a8bdfa,MITx/14.310x/1T2018,staff,MITx,edX.org
bcdacb4d576676bcbf9a2ff16f6c0c1276cb8eae4f9115aaa339b5bf92a8bdfa,MITx/14.310x/1T2019,staff,MITx,edX.org
bcdacb4d576676bcbf9a2ff16f6c0c1276cb8eae4f9115aaa339b5bf92a8bdfa,MITx/14.310x/1T2020,staff,MITx,edX.org
bcdacb4d576676bcbf9a2ff16f6c0c1276cb8eae4f9115aaa339b5bf92a8bdfa,MITx/14.310x/1T2021,staff,MITx,edX.org
bcdacb4d576676bcbf9a2ff16f6c0c1276cb8eae4f9115aaa339b5bf92a8bdfa,MITx/14.310x/1T2022,staff,MITx,edX.org
bcdacb4d576676bcbf9a2ff16f6c0c1276cb8eae4f9115aaa339b5bf92a8bdfa,MITx/14.310x/2T2017,staff,MITx,edX.org
bcdacb4d576676bcbf9a2ff16f6c0c1276cb8eae4f9115aaa339b5bf92a8bdfa,MITx/14.310x/2T2018,staff,MITx,edX.org
bcdacb4d576676bcbf9a2ff16f6c0c1276cb8eae4f9115aaa339b5bf92a8bdfa,MITx/14.310x/2T2019,staff,MITx,edX.org
bcdacb4d576676bcbf9a2ff16f6c0c1276cb8eae4f9115aaa339b5bf92a8bdfa,MITx/14.310x/2T2019a,staff,MITx,edX.org
bcdacb4d576676bcbf9a2ff16f6c0c1276cb8eae4f9115aaa339b5bf92a8bdfa,MITx/14.310x/2T2020,staff,MITx,edX.org
bcdacb4d576676bcbf9a2ff16f6c0c1276cb8eae4f9115aaa339b5bf92a8bdfa,MITx/14.310x/2T2021,staff,MITx,edX.org
bcdacb4d576676bcbf9a2ff16f6c0c1276cb8eae4f9115aaa339b5bf92a8bdfa,MITx/14.310x/2T2022,staff,MITx,edX.org
bcdacb4d576676bcbf9a2ff16f6c0c1276cb8eae4f9115aaa339b5bf92a8bdfa,MITx/14.310x/3T2016,staff,MITx,edX.org
bcdacb4d576676bcbf9a2ff16f6c0c1276cb8eae4f9115aaa339b5bf92a8bdfa,MITx/14.310x/3T2017,staff,MITx,edX.org
bcdacb4d576676bcbf9a2ff16f6c0c1276cb8eae4f9115aaa339b5bf92a8bdfa,MITx/14.310x/3T2018,staff,MITx,edX.org
bcdacb4d576676bcbf9a2ff16f6c0c1276cb8eae4f9115aaa339b5bf92a8bdfa,MITx/14.310x/3T2020,staff,MITx,edX.org
bcdacb4d576676bcbf9a2ff16f6c0c1276cb8eae4f9115aaa339b5bf92a8bdfa,MITx/14.310x/3T2021,staff,MITx,edX.org
bcdacb4d576676bcbf9a2ff16f6c0c1276cb8eae4f9115aaa339b5bf92a8bdfa,MITx/14.310x/3T2022,staff,MITx,edX.org
bcdacb4d576676bcbf9a2ff16f6c0c1276cb8eae4f9115aaa339b5bf92a8bdfa,MITx/14.73x_1/1T2015,staff,MITx,edX.org
bcdacb4d576676bcbf9a2ff16f6c0c1276cb8eae4f9115aaa339b5bf92a8bdfa,MITx/14.73x_1/1T2016,staff,MITx,edX.org
bcdacb4d576676bcbf9a2ff16f6c0c1276cb8eae4f9115aaa339b5bf92a8bdfa,MITx/14.73x/1T2017,staff,MITx,edX.org
bcdacb4d576676bcbf9a2ff16f6c0c1276cb8eae4f9115aaa339b5bf92a8bdfa,MITx/14.73x/1T2018,staff,MITx,edX.org
bcdacb4d576676bcbf9a2ff16f6c0c1276cb8eae4f9115aaa339b5bf92a8bdfa,MITx/14.73x/1T2019,staff,MITx,edX.org
bcdacb4d576676bcbf9a2ff16f6c0c1276cb8eae4f9115aaa339b5bf92a8bdfa,MITx/14.73x/1T2020a,staff,MITx,edX.org
bcdacb4d576676bcbf9a2ff16f6c0c1276cb8eae4f9115aaa339b5bf92a8bdfa,MITx/14.73x/1T2021,staff,MITx,edX.org
bcdacb4d576676bcbf9a2ff16f6c0c1276cb8eae4f9115aaa339b5bf92a8bdfa,MITx/14.73x/1T2022,staff,MITx,edX.org
bcdacb4d576676bcbf9a2ff16f6c0c1276cb8eae4f9115aaa339b5bf92a8bdfa,MITx/14.73x/2013_Spring,staff,MITx,edX.org
bcdacb4d576676bcbf9a2ff16f6c0c1276cb8eae4f9115aaa339b5bf92a8bdfa,MITx/14.73x/2T2017,staff,MITx,edX.org
bcdacb4d576676bcbf9a2ff16f6c0c1276cb8eae4f9115aaa339b5bf92a8bdfa,MITx/14.73x/2T2018,staff,MITx,edX.org
bcdacb4d576676bcbf9a2ff16f6c0c1276cb8eae4f9115aaa339b5bf92a8bdfa,MITx/14.73x/2T2019,staff,MITx,edX.org
bcdacb4d576676bcbf9a2ff16f6c0c1276cb8eae4f9115aaa339b5bf92a8bdfa,MITx/14.73x/2T2019a,staff,MITx,edX.org
bcdacb4d576676bcbf9a2ff16f6c0c1276cb8eae4f9115aaa339b5bf92a8bdfa,MITx/14.73x/2T2020,staff,MITx,edX.org
bcdacb4d576676bcbf9a2ff16f6c0c1276cb8eae4f9115aaa339b5bf92a8bdfa,MITx/14.73x/3T2016,staff,MITx,edX.org
bcdacb4d576676bcbf9a2ff16f6c0c1276cb8eae4f9115aaa339b5bf92a8bdfa,MITx/14.73x/3T2017,staff,MITx,edX.org
bcdacb4d576676bcbf9a2ff16f6c0c1276cb8eae4f9115aaa339b5bf92a8bdfa,MITx/14.73x/3T2018,staff,MITx,edX.org
bcdacb4d576676bcbf9a2ff16f6c0c1276cb8eae4f9115aaa339b5bf92a8bdfa,MITx/14.73x/3T2020,staff,MITx,edX.org
bcdacb4d576676bcbf9a2ff16f6c0c1276cb8eae4f9115aaa339b5bf92a8bdfa,MITx/14.73x/3T2021,staff,MITx,edX.org
bcdacb4d576676bcbf9a2ff16f6c0c1276cb8eae4f9115aaa339b5bf92a8bdfa,MITx/14.73x/3T2022,staff,MITx,edX.org
bcdacb4d576676bcbf9a2ff16f6c0c1276cb8eae4f9115aaa339b5bf92a8bdfa,MITx/14.740x/1T2017,staff,MITx,edX.org
bcdacb4d576676bcbf9a2ff16f6c0c1276cb8eae4f9115aaa339b5bf92a8bdfa,MITx/14.740x/1T2018,staff,MITx,edX.org
bcdacb4d576676bcbf9a2ff16f6c0c1276cb8eae4f9115aaa339b5bf92a8bdfa,MITx/14.740x/1T2019,staff,MITx,edX.org
bcdacb4d576676bcbf9a2ff16f6c0c1276cb8eae4f9115aaa339b5bf92a8bdfa,MITx/14.740x/1T2020a,staff,MITx,edX.org
bcdacb4d576676bcbf9a2ff16f6c0c1276cb8eae4f9115aaa339b5bf92a8bdfa,MITx/14.740x/1T2021,staff,MITx,edX.org
bcdacb4d576676bcbf9a2ff16f6c0c1276cb8eae4f9115aaa339b5bf92a8bdfa,MITx/14.740x/2T2017,staff,MITx,edX.org
bcdacb4d576676bcbf9a2ff16f6c0c1276cb8eae4f9115aaa339b5bf92a8bdfa,MITx/14.740x/2T2018,staff,MITx,edX.org
bcdacb4d576676bcbf9a2ff16f6c0c1276cb8eae4f9115aaa339b5bf92a8bdfa,MITx/14.740x/2T2019,staff,MITx,edX.org
bcdacb4d576676bcbf9a2ff16f6c0c1276cb8eae4f9115aaa339b5bf92a8bdfa,MITx/14.740x/2T2019a,staff,MITx,edX.org
bcdacb4d576676bcbf9a2ff16f6c0c1276cb8eae4f9115aaa339b5bf92a8bdfa,MITx/14.740x/2T2020,staff,MITx,edX.org
bcdacb4d576676bcbf9a2ff16f6c0c1276cb8eae4f9115aaa339b5bf92a8bdfa,MITx/14.740x/2T2021,staff,MITx,edX.org
bcdacb4d576676bcbf9a2ff16f6c0c1276cb8eae4f9115aaa339b5bf92a8bdfa,MITx/14.740x/2T2022,staff,MITx,edX.org
bcdacb4d576676bcbf9a2ff16f6c0c1276cb8eae4f9115aaa339b5bf92a8bdfa,MITx/14.740x/3T2016,staff,MITx,edX.org
bcdacb4d576676bcbf9a2ff16f6c0c1276cb8eae4f9115aaa339b5bf92a8bdfa,MITx/14.740x/3T2017,staff,MITx,edX.org
bcdacb4d576676bcbf9a2ff16f6c0c1276cb8eae4f9115aaa339b5bf92a8bdfa,MITx/14.740x/3T2018,staff,MITx,edX.org
bcdacb4d576676bcbf9a2ff16f6c0c1276cb8eae4f9115aaa339b5bf92a8bdfa,MITx/14.740x/3T2020,staff,MITx,edX.org
bcdacb4d576676bcbf9a2ff16f6c0c1276cb8eae4f9115aaa339b5bf92a8bdfa,MITx/14.74x/3T2015,staff,MITx,edX.org
bcdacb4d576676bcbf9a2ff16f6c0c1276cb8eae4f9115aaa339b5bf92a8bdfa,MITx/14.750x/1T2020,staff,MITx,edX.org
bcdacb4d576676bcbf9a2ff16f6c0c1276cb8eae4f9115aaa339b5bf92a8bdfa,MITx/14.750x/1T2021,staff,MITx,edX.org
bcdacb4d576676bcbf9a2ff16f6c0c1276cb8eae4f9115aaa339b5bf92a8bdfa,MITx/14.750x/2T2020,staff,MITx,edX.org
bcdacb4d576676bcbf9a2ff16f6c0c1276cb8eae4f9115aaa339b5bf92a8bdfa,MITx/14.750x/3T2019,staff,MITx,edX.org
bcdacb4d576676bcbf9a2ff16f6c0c1276cb8eae4f9115aaa339b5bf92a8bdfa,MITx/14.750x/3T2020,staff,MITx,edX.org
bcdacb4d576676bcbf9a2ff16f6c0c1276cb8eae4f9115aaa339b5bf92a8bdfa,MITx/14.750x/3T2021,staff,MITx,edX.org
